Ano;Nº Convênio;Nome Convenente;UF;Tipo Ente Convenente;Objeto Convênio;Situação Convênio;Nome Concedente;Valor Convênio;Valor Contrapartida;Valor Liberado;Valor Última Liberação;Data Publicação;Data Início Vigência;Data Fim Vigência
2010;742228;INSTITUTO MUNDIAL DE DESENVOLVIMENTO E DA CIDADANIA - IMDC.;MG;Municipal;Juninao De Arcos;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;20/07/2010;26/06/2010;20/11/2010
2010;742226;NIPPON COUNTRY CLUB;SP;Municipal;39A Festa Junina;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 11.200,00;R$ 100.000,00;R$ 100.000,00;27/09/2010;26/06/2010;20/11/2010
2010;742225;MUNICIPIO DE CORURIPE;AL;Municipal;Realizacao Do Sao Joao 2010 Praia E Forro, Aqui E Melhor.;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 176.100,00;R$ 150.000,00;R$ 150.000,00;04/08/2010;27/06/2010;13/08/2011
2010;742224;FEDERACAO CARNAVALESCA DE PERNAMBUCO;PE;Municipal;Festival Musical Do Agreste Em Vertentes;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 120.000,00;R$ 15.000,00;R$ 120.000,00;R$ 120.000,00;20/07/2010;28/06/2010;26/09/2010
2010;742222;MUNICIPIO DE ITAPETIM;PE;Municipal;Festa De Sao Pedro;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 10.000,00;R$ 100.000,00;R$ 100.000,00;16/08/2010;26/06/2010;17/08/2011
2010;742220;AROEIRAS PREFEITURA;PB;Municipal;Festividade De Sao Pedro;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;20/09/2010;28/06/2010;19/07/2011
2010;742219;MUNICIPIO DE ITAPIPOCA;CE;Municipal;Festival Junino;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 250.000,00;R$ 24.400,00;R$ 250.000,00;R$ 250.000,00;23/08/2010;26/06/2010;19/07/2011
2010;742218;PENAFORTE PREFEITURA;CE;Municipal;I Penaforte Fest.;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 12.500,00;R$ 100.000,00;R$ 100.000,00;21/09/2010;29/06/2010;11/02/2011
2010;742214;GRUPO DE APOIO AO MEIO AMBIENTE SUSTENTAVEL;PE;Municipal;Festas Juninas Itaquitinga;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 15.000,00;R$ 300.000,00;R$ 300.000,00;19/07/2010;26/06/2010;20/11/2010
2010;742138;FEDERACAO CARNAVALESCA DE PERNAMBUCO;PE;Municipal;Festejos Juninos 2010 Em Triunfo/Pe;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 300.000,00;R$ 35.000,00;R$ 300.000,00;R$ 300.000,00;20/07/2010;26/06/2010;24/09/2010
2010;742137;SAO JOSE DOS CORDEIROS PREFEITURA;PB;Municipal;Festa De Sao Pedro;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00; R$ -   ; R$ -   ;04/08/2010;27/06/2010;30/01/2013
2010;742136;PREFEITURA MUNICIPAL DE MOGI GUACU;SP;Municipal;Popularizacao Da Musica Instrumental Erudita E Popular Na Cidade De Mogi Guacu;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 25.000,00; R$ -   ; R$ -   ;04/08/2010;26/06/2010;02/03/2013
2010;742135;ASSOCIACAO DE AMIGOS DA OKTOBERFEST DE IGREJINHA;RS;Municipal;Igrejinhafest;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 20.000,00;R$ 200.000,00;R$ 200.000,00;11/08/2010;26/06/2010;20/11/2010
2010;742134;AGUA BRANCA PREFEITURA MUNICIPAL;PB;Municipal;Festejos Juninos De Sao Pedro.;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00; R$ -   ; R$ -   ;31/08/2010;27/06/2010;01/08/2012
2010;742133;PESCADOR PREFEITURA;MG;Municipal;Realizacao Da Xlviii Festa De Sao Pedro;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 75.000,00;R$ 30.000,00;R$ 13.571,43;R$ 13.571,43;06/08/2010;26/06/2010;06/08/2013
2010;742132;PREFEITURA MUNICIPAL ESTRELA DE ALAGOAS;AL;Municipal;Forro Das Estrelas;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00; R$ -   ; R$ -   ;08/10/2010;28/06/2010;09/12/2012
2010;742131;INTEGRACAO DO PROGRESSO E DESENVOLVIMENTO NACIONAL;MG;Municipal;Sao Pedro De Muribeca;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 450.000,00;R$ 19.000,00;R$ 450.000,00;R$ 450.000,00;20/07/2010;25/06/2010;20/11/2010
2010;742130;MUNICIPIO DE ENTRE RIOS;BA;Municipal;Arraia Novo Tempo.;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 95.000,00;R$ 5.000,00; R$ -   ; R$ -   ;16/07/2010;26/06/2010;02/03/2013
2010;742129;DAMIAO PREFEITURA;PB;Municipal;Festejos Juninos De Sao Pedro;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00; R$ -   ; R$ -   ;16/09/2010;26/06/2010;18/12/2012
2010;742128;MUNICPIO DE SAO GABRIEL;BA;Municipal;Sao Joao Em Sao Gabriel/Ba.;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;19/08/2010;26/06/2010;15/10/2011
2010;742127;CENTRO DE ESTUDOS CASA CURTA-SE;SE;Municipal;Capela, O Maior Sao Pedro Do Nordeste;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 380.000,00;R$ 19.000,00;R$ 380.000,00;R$ 380.000,00;10/08/2010;26/06/2010;20/11/2010
2010;742126;CARAUBAS PREFEITURA;RN;Municipal;Arraia Da Caraubas.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 8.500,00;R$ 200.000,00;R$ 200.000,00;30/08/2010;27/06/2010;03/02/2011
2010;742125;FUNDACAO PORTO SEGURO PROMOCOES E EVENTOS;BA;Municipal;Maior Moqueca Do Mundo;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 159.200,00;R$ 18.400,00;R$ 159.200,00;R$ 159.200,00;04/08/2010;26/06/2010;20/11/2010
2010;742124;MUNICIPIO DE PINHALAO;PR;Municipal;18O Festa Do Peao.;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.166,70;R$ 100.000,00;R$ 100.000,00;16/07/2010;29/06/2010;30/07/2011
2010;742123;MUNICIPIO DE LIVRAMENTO;PB;Municipal;Sao Pedro;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;19/07/2010;28/06/2010;18/10/2011
2010;742122;MUNICIPIO DE SAO VICENTE DO SERIDO;PB;Municipal;Vi Sao Pedro Para Todos De Serido - Pb;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 16.500,00; R$ -   ; R$ -   ;17/08/2010;26/06/2010;13/12/2012
2010;742121;PREFEITURA MUNICIPAL DE ITAPORANGA - PARAIBA;PB;Municipal;Sao Pedro;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 9.000,00;R$ 200.000,00;R$ 200.000,00;16/07/2010;25/06/2010;21/01/2011
2010;742120;MUNICIPIO DE CACHOEIRA DE PAJEU;MG;Municipal;Realizacao Do Xix Forro Das Viuvas.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.050,00;R$ 100.000,00;R$ 100.000,00;19/08/2010;25/06/2010;25/07/2011
2010;742119;MUNICIPIO DE PIACABUCU;AL;Municipal;Festival De Quadrilha Junina.;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.500,00;R$ 100.000,00;R$ 100.000,00;19/07/2010;26/06/2010;23/10/2011
2010;742118;MUNICIPIO DE SILVANIA;GO;Municipal;27A Exposicao Agropecuaria De Silvania-Go.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.050,00;R$ 100.000,00;R$ 100.000,00;21/07/2010;26/06/2010;10/06/2012
2010;742117;BOREBI PREFEITURA MUNICIPAL;SP;Municipal;Festa Do Peao De Borebi;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 10.000,00;R$ 100.000,00;R$ 100.000,00;23/09/2010;26/06/2010;14/10/2011
2010;742116;MUNICIPIO DE SERTANIA;PE;Municipal;Sao Joao Nos Bairros De Sertania-Pe;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 16.000,00;R$ 100.000,00;R$ 100.000,00;16/07/2010;27/06/2010;17/08/2011
2010;742115;INSTITUTO PROJETO VIVER;DF;Municipal;Sao Joao Mio De Bao;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 710.000,00;R$ 62.500,00;R$ 710.000,00;R$ 710.000,00;04/08/2010;27/06/2010;20/11/2010
2010;742114;PREFEITURA MUNICIPAL DE BALBINOS;SP;Municipal;1O Arraia Junino De Balbinos;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;16/07/2010;26/06/2010;20/12/2010
2010;742113;MUNICIPIO DE PADRE CARVALHO;MG;Municipal;6A Festa Nacional Da Mandioca;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 36.700,00;R$ 100.000,00;R$ 100.000,00;19/07/2010;25/06/2010;15/07/2011
2010;742112;MUNICIPIO DE VALENTE;BA;Municipal;Arraia Do Boi Valente;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 7.000,00;R$ 100.000,00;R$ 100.000,00;21/07/2010;25/06/2010;18/08/2011
2010;742111;MUNICIPIO DE PARINTINS;AM;Municipal;45O Festival Folclorico De Parintins;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 1.290.000,00;R$ 129.000,00; R$ -   ; R$ -   ;12/08/2010;25/06/2010;01/01/2013
2010;742110;PORTO DE PEDRAS PREFEITURA MUNICIPAL;AL;Municipal;Festival Do Marisco 2010;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 6.000,00;R$ 100.000,00;R$ 100.000,00;19/08/2010;25/06/2010;20/01/2011
2010;742109;MUNICIPIO DE PERIQUITO;MG;Municipal;Vii Cavalgada E Rodeio Show De Periquito;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 75.000,00;R$ 66.800,00;R$ 75.000,00;R$ 75.000,00;19/07/2010;25/06/2010;22/01/2011
2010;742108;MUNICIPIO DE TABULEIRO DO NORTE;CE;Municipal;Festividades Juninas;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 99.850,00;R$ 10.000,00; R$ -   ; R$ -   ;18/08/2010;25/06/2010;28/12/2012
2010;742107;ALAGOA NOVA PREFEITURA;PB;Municipal;Sao Joao;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.200,00;R$ 100.000,00;R$ 100.000,00;23/08/2010;25/06/2010;18/08/2011
2010;742106;ASSOCIACAO SERGIPANA DE BLOCOS DE TRIO;SE;Municipal;Sao Joao;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 170.000,00;R$ 8.000,00;R$ 170.000,00;R$ 170.000,00;19/07/2010;25/06/2010;20/11/2010
2010;742105;MUNICIPIO DE VAZANTE;MG;Municipal;10A Expozante;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 70.000,00;R$ 33.500,00;R$ 70.000,00;R$ 70.000,00;15/09/2010;25/06/2010;13/08/2011
2010;742104;MUNICIPIO DE NOVA BELEM;MG;Municipal;2A Festa Do Cafe;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 15.000,00;R$ 100.000,00;R$ 100.000,00;20/08/2010;25/06/2010;19/07/2011
2010;742103;MUNICIPIO DE RIACHAO;MA;Municipal;I Riachao Rock Eco Festival De Verao.;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 9.000,00;R$ 200.000,00;R$ 200.000,00;24/08/2010;25/06/2010;08/07/2012
2010;742102;MUNICIPIO DE CANDEIAS DO JAMARI;RO;Municipal;2 Encontro Cultural De Candeias Do Jamari;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;10/08/2010;27/06/2010;18/08/2011
2010;742101;PARNAMIRIM PREFEITURA;PE;Municipal;Festa De Sao Pedro;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00; R$ -   ; R$ -   ;16/07/2010;25/06/2010;09/12/2012
2010;742100;MUNICIPIO DE FREI INOCENCIO;MG;Municipal;Feira Da Amizade;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;21/09/2010;25/06/2010;18/08/2011
2010;742099;SERRA DA RAIZ PREFEITURA;PB;Municipal;Forro Na Serra;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00; R$ -   ; R$ -   ;04/08/2010;25/06/2010;16/12/2012
2010;742098;SAO JOSE DO SABUGY PREFEITURA;PB;Municipal;Sao Pedro;Prestação de Contas em Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;16/07/2010;25/06/2010;21/07/2011
2010;742097;MUNICIPIO DE JARAGUA;GO;Municipal;Festa Junina;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 169.000,00;R$ 10.000,00;R$ 169.000,00;R$ 169.000,00;20/07/2010;25/06/2010;17/12/2011
2010;742096;PILOES PREFEITURA;PB;Municipal;Sao Joao;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00; R$ -   ; R$ -   ;26/08/2010;23/06/2010;20/08/2011
2010;742095;PREFEITURA MUNICIPAL DE BURITI DO TOCANTINS;TO;Municipal;Cavalgada Henrique Garcia Show De Buriti Do Tocantins - To.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 95.000,00;R$ 5.000,00;R$ 95.000,00;R$ 95.000,00;04/08/2010;25/06/2010;21/07/2011
2010;742094;MUNICIPIO DE CANELA;RS;Municipal;22O Festival Internacional De Teatro De Bonecos De Canela;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 97.500,00;R$ 7.000,00;R$ 97.500,00;R$ 97.500,00;28/09/2010;25/06/2010;20/08/2011
2010;742093;PREFEITURA MUNICIPAL DE COLONIA DO PIAUI;PI;Municipal;34A Vaquejada De Colonia Do Piaui;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 6.000,00;R$ 100.000,00;R$ 100.000,00;23/08/2010;25/06/2010;18/08/2011
2010;742092;ALAGOAS SENADOR RUI PALMEIRA PREFEITURA;AL;Municipal;1O Senador Forro E Folia;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.500,00;R$ 100.000,00;R$ 100.000,00;21/09/2010;25/06/2010;19/07/2011
2010;742091;CENTRO DE ESTUDOS CASA CURTA-SE;SE;Municipal;Festejos Juninos De Frei Paulo;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.200,00;R$ 100.000,00;R$ 100.000,00;04/08/2010;26/06/2010;20/11/2010
2010;742090;MUNICIPIO DE POPULINA;SP;Municipal;Realizacao Do 2O Arraial Junino De Populina.;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 96.000,00;R$ 4.400,00;R$ 96.000,00;R$ 96.000,00;16/08/2010;25/06/2010;19/02/2011
2010;742082;MUNICIPIO DE SANTO ANTONIO DO JACINTO;MG;Municipal;6A Festa Arraia Para Todos De Santo Antonio Do Jacinto, A Realiza-Se Nos Dias 25, 26 E 27 De Junho De 2010.;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 69.500,00;R$ 30.500,00; R$ -   ; R$ -   ;04/08/2010;25/06/2010;20/02/2011
2010;741807;INSTITUTO PAULO KOBAYASHI;SP;Municipal;14O Festival Das Cerejeiras Bunkyos;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 120.000,00;R$ 13.500,00; R$ -   ; R$ -   ;20/09/2010;26/06/2010;14/12/2011
2010;741805;MUNICIPIO DE BARRA DO TURVO;SP;Municipal;Festas Juninas;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;16/07/2010;25/06/2010;20/12/2010
2010;741804;FEDERACAO DE CONVENTION & VISITORS BUREAUX DO ESTADO DE SAO P;SP;Municipal;Desenvolvimento De Material Promocional Do Estado De Sao Paulo - Calendario De Eventos Do Estado;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 435.045,72;R$ 48.340,00;R$ 435.045,72;R$ 435.045,72;17/09/2010;02/07/2010;14/02/2011
2010;741781;ESTADO DO ACRE;AC;Estadual;Realizacao Do I Salao Estadual Do Turismo Do Acre.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 17.000,00;R$ 150.000,00;R$ 150.000,00;02/07/2010;28/06/2010;05/08/2010
2010;741757;ESTADO DO AMAPA;AP;Estadual;Sensibilizar E Cadastrar Os Prestadores De Servicos Turisticos Do Estado Do Amapa, Ressaltando A Importancia Do Cadastramento Para O Desenvolvimento E Desempenho Do Setor No Estado E Dos Demais Cumprimentos Das Obrigacoes Legais, Alem De Capacitar Os Agentes Fiscais Desta Coordenacao.;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 10.000,00; R$ -   ; R$ -   ;06/08/2010;25/06/2010;25/06/2012
2010;741710;ASSOCIACAO DO DESENVOLVIMENTO NACIONAL;MG;Municipal;I Canapolis Fest Folia - Carnaval Fora De Epoca De Canapolis, Minas Gerais.;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 101.000,00;R$ 11.110,00;R$ 101.000,00;R$ 101.000,00;10/08/2010;25/06/2010;20/11/2010
2010;741709;MUNICIPIO DE PIRAPORA;MG;Municipal;Realizacao Da Micareta Do Sol;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 23.000,00;R$ 200.000,00;R$ 200.000,00;21/07/2010;25/06/2010;25/07/2011
2010;741708;LAGOA DE DENTRO PREFEITURA;PB;Municipal;Festividade Junina;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;21/07/2010;26/06/2010;20/07/2011
2010;741707;INTEGRACAO DO PROGRESSO E DESENVOLVIMENTO NACIONAL;MG;Municipal;6A. Cavalgada Da Melhor Idade De Gurinhata/Mg;Inadimplente;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 17.500,00;R$ 200.000,00;R$ 200.000,00;04/08/2010;25/06/2010;20/11/2010
2010;741706;FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO;AL;Municipal;Pavimentacao E Drenagem No Litoral Norte Da Cidade De Maceio - Al;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 3.006.798,43;R$ 349.201,57;R$ 2.253.399,43;R$ 500.000,00;02/07/2010;29/06/2010;28/10/2016
2010;741705;PREFEITURA MUNICIPAL DE SANTO ANTONIO;RN;Municipal;Xxii Sao Pedro Do Povao;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 9.000,00;R$ 200.000,00;R$ 200.000,00;04/08/2010;29/06/2010;20/01/2011
2010;741704;FUNDACAO CULTURAL MUSEU ETNICO DO NORDESTE - FUNET;PB;Municipal;Sao Pedro De Itatuba;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00; R$ -   ; R$ -   ;05/08/2010;27/06/2010;16/01/2012
2010;741703;MUNICIPIO DE CANDIDO SALES;BA;Municipal;Festival De Inverno De Candido Sales/Ba;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;20/07/2010;25/06/2010;26/07/2011
2010;741702;FUNDO DA SECRETARIA MUNICIPAL DE INFRAESTRUTURA E URBANIZACAO;AL;Municipal;Urbanizacao Da Orla De Cruz Das Almas/Jacarecica E Intervencao Viaria Em Vias Do Entorno.;Em Execução;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 21.646.349,57;R$ 3.109.654,98;R$ 8.000.000,00;R$ 2.000.000,00;02/07/2010;30/06/2010;23/01/2017
2010;741701;MUNICIPIO DE ITANHOMI;MG;Municipal;Xxvi Feira Da Paz De Itanhomi;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 90.000,00;R$ 28.450,00;R$ 90.000,00;R$ 90.000,00;20/07/2010;25/06/2010;18/08/2011
2010;741700;RIACHO DA CRUZ PREFEITURA;RN;Municipal;Xxii Tradicional Sao Pedro.;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;16/07/2010;26/06/2010;19/05/2011
2010;741699;MUNICIPIO DE GUAREI;SP;Municipal;5A Festa Do Peao;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 30.000,00; R$ -   ; R$ -   ;13/08/2010;26/06/2010;23/09/2010
2010;741698;PEDRINOPOLIS PREFEITURA MUNICIPAL;MG;Municipal;30A Festa Do Peao De Pedrinopolis.;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.700,00;R$ 100.000,00;R$ 100.000,00;04/08/2010;27/06/2010;28/07/2011
2010;741697;MUNICIPIO DE URUACU;GO;Municipal;27A Exposicao Agropecuaria De Uruacu;Anulado;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00; R$ -   ; R$ -   ;20/07/2010;25/06/2010;09/12/2012
2010;741696;SANTA CECILIA PREFEITURA;PB;Municipal;Festa Junina.;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00; R$ -   ; R$ -   ;19/07/2010;26/06/2010;02/12/2012
2010;741695;MUNICIPIO DE CORINTO;MG;Municipal;Forro De Corinto - 2010;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 10.000,00;R$ 200.000,00;R$ 200.000,00;04/08/2010;25/06/2010;20/02/2011
2010;741694;MUNICIPIO DE SALITRE;CE;Municipal;6O Feste Junino Popular De Salitre;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 12.500,00;R$ 100.000,00;R$ 100.000,00;12/08/2010;28/06/2010;24/01/2011
2010;741693;PREFEITURA MUNICIPAL DE AMARANTE DO MARANHAO;MA;Municipal;Exposicao Agropecuaria De Amarante Do Maranhao A Ser Realizada Entre Os Dias 25, 26 E 27 De Junho De 2010.;Prestação de Contas Aprovada com Ressalvas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 200.000,00;R$ 8.500,00;R$ 200.000,00;R$ 200.000,00;16/07/2010;25/06/2010;01/05/2012
2010;741692;MUNICIPIO DE ITAGUARA;MG;Municipal;22A Festa De Sao Cristovao;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;06/08/2010;25/06/2010;20/07/2011
2010;741691;MUNICIPIO DE CENTRAL DE MINAS;MG;Municipal;Festa Do Estudante;Aguardando Prestação de Contas;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;04/08/2010;25/06/2010;20/07/2011
2010;741690;MUNICIPIO DE MAUES;AM;Municipal;Festival De Cultura De Maues;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 140.000,00;R$ 10.000,00;R$ 140.000,00;R$ 140.000,00;21/07/2010;24/06/2010;10/09/2011
2010;741689;PREFEITURA MUNICIPAL DE GUARANI DE GOIAS;GO;Municipal;Festa Junina De Guarani;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 5.000,00;R$ 100.000,00;R$ 100.000,00;15/07/2010;26/06/2010;19/07/2011
2010;741688;PREFEITURA MUNICIPAL DE JALES;SP;Municipal;Arraial 2010 De Jales-Sp;Prestação de Contas enviada para Análise;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 150.000,00;R$ 6.500,00;R$ 150.000,00;R$ 150.000,00;19/07/2010;25/06/2010;18/02/2011
2010;741687;MUNICIPIO DE PARELHAS;RN;Municipal;Arraia Da Zona Sul;Prestação de Contas em Complementação;COORDENACAO-GERAL DE CONVENIOS - CGCV;R$ 100.000,00;R$ 4.170,00;R$ 100.000,00;R$ 100.000,00;04/08/2010;25/06/2010;20/02/2011
